0,1,2,4,8
100000000,0.353618,0.797211,1.480616,2.814159
200000000,0.177164,0.352694,0.702673,1.423674
400000000,0.092487,0.184711,0.369188,0.737932
800000000,0.092636,0.185069,0.369784,0.739375

